,loc,,,,,,,,,,,,,,,,,,,sp,no,,,spz,%FILARIA,IR_character,IR,,,allele,,,
COUNTRY,,LAT,LONG,TIME PERIOD OF STUDY,YEAR START,YEAR END,COLLECTION METHOD,METHOD OF SAMPLING COLLECTION,"SAMPLING METHOD_IR (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_PSC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_ETC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_HLC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_ORC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_LC (0- No, 1- Yes, 2- In combination, 9- Unknown)",STAGE OF COLLECTION,"COLLECTION STAGE (1- AC,2- LC,3- AC+LC, 4- LC+PC, 9-Unknown)",MORPHOLOGICAL IDENTIFICATION METHOD,MOLECULAR IDENTIFICATION METHOD,ID METHOD,,,S form,M form, ,,,,,KDR allele,,Comment,AUTHOR,REFERENCE
NIGERIA,Ikere,8.23,3.85,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,235,5,15,,,Resistant,1,DDT,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Ikere,8.23,3.85,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. arabiensis,29,,,,,,,,,,,"Oduola et al., 2010",[101]
NIGERIA,Oko Agric,7.71,3.56,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,161,8,19,,,Resistant,1,DDT,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Oko Agric,7.71,3.56,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. arabiensis,17,,,,,,,,,,,"Oduola et al., 2010",[101]
NIGERIA,Akodo,6.44,3.93,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,70,0,7,,,,,,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Amuwo-Odofin,6.47,3.3,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,74,0,63,,,Resistant,1,Permethrin and DDT,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Amuwo-Odofin,6.47,3.3,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. arabiensis,4,,,,,,,,,,,"Oduola et al., 2010",[101]
NIGERIA,Ebute Metta,6.48,3.39,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,91,0,12,,,Resistant,1,Permethrin,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Akoka,6.77,3.4,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,89,0,10,,,,,,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Yaba area,6.5,3.38,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,74,0,29,,,Resistant,1,Permethrin,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Yaba area,6.5,3.38,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. arabiensis,3,,,,,,,,,,,"Oduola et al., 2010",[101]
NIGERIA,Agege,6.61,3.32,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,85,2,29,,,Resistant,1,DDT,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Bariga,6.54,3.39,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,87,0,52,,,Resistant,1,DDT,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Bariga,6.54,3.39,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. arabiensis,4,,,,,Resistant,1,DDT,,,,"Oduola et al., 2010",[101]
NIGERIA,Ogudu,6.56,3.4,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,73,0,2,,,,,,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Ikorodu,6.62,3.51,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,87,0,87,,,Resistant,1,Permethrin and DDT,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Monai,9.05,4.63,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,54,0,54,,,Resistant,1,DDT,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Monai,9.05,4.63,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. arabiensis,3,,,,,Resistant,1,DDT,,,,"Oduola et al., 2010",[101]
NIGERIA,Kainji area,9.86,4.6,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,29,0,13,,,Resistant,1,DDT,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Kainji area,9.86,4.6,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. arabiensis,2,,,,,,,,,,,"Oduola et al., 2010",[101]
NIGERIA,Jebba,9.13,4.83,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,48,,,,,,,,,,,"Oduola et al., 2010",[101]
NIGERIA,Jebba,9.13,4.83,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. arabiensis,12,,,,,,,,,,,"Oduola et al., 2010",[101]
NIGERIA,Awuru,9.7,4.63,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,88,0,2,,,,,,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Owerri,5.48,7.03,Dec 2008 - May 2009,2008,2009,"IR, HLC",IR + HLC,2,0,0,2,0,0,AC,1,"Gillies & Coetzee, 1987",,Morph only,An. gambiae s.l,536,,,,,,,,,,,"Oguoma et al., 2010",[166]
NIGERIA,Owerri,5.48,7.03,Dec 2008 - May 2009,2008,2009,"IR, HLC",IR + HLC,2,0,0,2,0,0,AC,1,"Gillies & Coetzee, 1987",,Morph only,An. funestus complex,306,,,,,,,,,,,"Oguoma et al., 2010",[166]
NIGERIA,Owerri,5.48,7.03,Dec 2008 - May 2009,2008,2009,"IR, HLC",IR + HLC,2,0,0,2,0,0,AC,1,"Gillies & Coetzee, 1987",,Morph only,An. coustani,65,,,,,,,,,,,"Oguoma et al., 2010",[166]
NIGERIA,Owerri,5.48,7.03,Dec 2008 - May 2009,2008,2009,"IR, HLC",IR + HLC,2,0,0,2,0,0,AC,1,"Gillies & Coetzee, 1987",,Morph only,An. moucheti,46,,,,,,,,,,,"Oguoma et al., 2010",[166]
NIGERIA,Ibadan,7.39,3.9,,,,LC,LC,0,0,0,0,0,1,LC,2,"Bruce-Chwatt, 1985","Scott et al., 1993, Favia et al., 1997",Morph and PCR,An. gambiae s.s.,30,0,30,,,Resistant,1,Permethrin,Absent,0,,Djouaka et al 2007,[104]
NIGERIA,Ibadan,7.39,3.9,,,,LC,LC,0,0,0,0,0,1,LC,2,"Bruce-Chwatt, 1985","Scott et al., 1993, Favia et al., 1997",Morph and PCR,An. gambiae s.s.,30,0,30,,,Resistant,1,Permethrin,Absent,0,,Djouaka et al 2007,[104]
NIGERIA,Ibadan,7.39,3.9,,,,LC,LC,0,0,0,0,0,1,LC,2,"Bruce-Chwatt, 1985","Scott et al., 1993, Favia et al., 1997",Morph and PCR,An. gambiae s.s.,30,0,30,,,Susceptible,0,Permethrin,Absent,0,,Djouaka et al 2007,[104]
NIGERIA,Ibadan,7.39,3.9,,,,LC,LC,0,0,0,0,0,1,LC,2,"Bruce-Chwatt, 1985","Scott et al., 1993, Favia et al., 1997",Morph and PCR,An. gambiae s.s.,30,0,30,,,Resistant,1,Permethrin,Absent,0,,Djouaka et al 2007,[104]
NIGERIA,Ogbomosho,8.13,4.27,,,,LC,LC,0,0,0,0,0,1,LC,2,"Bruce-Chwatt, 1985","Scott et al., 1993, Favia et al., 1997",Morph and PCR,An. arabiensis,30,,,,,Resistant,1,Permethrin,,,,Djouaka et al 2007,[104]
NIGERIA,Ife,7.29,4.32,,,,LC,LC,0,0,0,0,0,1,LC,2,"Bruce-Chwatt, 1985","Scott et al., 1993, Favia et al., 1997",Morph and PCR,An. arabiensis,30,,,,,Resistant,1,Permethrin,Absent,0,,Djouaka et al 2007,[104]
NIGERIA,Ife,7.29,4.32,,,,LC,LC,0,0,0,0,0,1,LC,2,"Bruce-Chwatt, 1985","Scott et al., 1993, Favia et al., 1997",Morph and PCR,An. arabiensis,30,,,,,Susceptible,0,Permethrin,Absent,0,,Djouaka et al 2007,[104]
NIGERIA,Akure,7.25,5.2,,,,LC,LC,0,0,0,0,0,1,LC,2,"Bruce-Chwatt, 1985","Scott et al., 1993, Favia et al., 1997",Morph and PCR,An. arabiensis,30,,,,,Resistant,1,Permethrin,,,,Djouaka et al 2007,[104]
NIGERIA,Owena,7.2,5.02,,,,LC,LC,0,0,0,0,0,1,LC,2,"Bruce-Chwatt, 1985","Scott et al., 1993, Favia et al., 1997",Morph and PCR,An. arabiensis,30,,,,,Resistant,1,Permethrin,,,,Djouaka et al 2007,[104]
NIGERIA,Ado-Ekiti,7.62,5.22,,,,LC,LC,0,0,0,0,0,1,LC,2,"Bruce-Chwatt, 1985","Scott et al., 1993, Favia et al., 1997",Morph and PCR,An. arabiensis,30,,,,,Resistant,1,Permethrin,,,,Djouaka et al 2007,[104]
NIGERIA,Ado-Ekiti,7.62,5.22,,,,LC,LC,0,0,0,0,0,1,LC,2,"Bruce-Chwatt, 1985","Scott et al., 1993, Favia et al., 1997",Morph and PCR,An. arabiensis,30,,,,,Resistant,1,Permethrin,,,,Djouaka et al 2007,[104]
NIGERIA,Ijebu-Ode,6.82,3.93,,,,LC,LC,0,0,0,0,0,1,LC,2,"Bruce-Chwatt, 1985","Scott et al., 1993, Favia et al., 1997",Morph and PCR,An. arabiensis,30,,,,,Susceptible,0,Permethrin,,,,Djouaka et al 2007,[104]
NIGERIA,Ijebu-Ode,6.82,3.93,,,,LC,LC,0,0,0,0,0,1,LC,2,"Bruce-Chwatt, 1985","Scott et al., 1993, Favia et al., 1997",Morph and PCR,An. arabiensis,30,,,,,Resistant,1,Permethrin,,,,Djouaka et al 2007,[104]
NIGERIA,Ogere ,6.94,3.64,,,,LC,LC,0,0,0,0,0,1,LC,2,"Bruce-Chwatt, 1985","Scott et al., 1993, Favia et al., 1997",Morph and PCR,An. arabiensis,4,,,,,Resistant,1,Permethrin,,,,Djouaka et al 2007,[104]
NIGERIA,Ogere ,6.94,3.64,,,,LC,LC,0,0,0,0,0,1,LC,2,"Bruce-Chwatt, 1985","Scott et al., 1993, Favia et al., 1997",Morph and PCR,An. arabiensis,20,,,,,Resistant,1,Permethrin,,,,Djouaka et al 2007,[104]
NIGERIA,Ibadan,7.39,3.9,,,,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Fanello et al., 2002",Morph and PCR,An. gambiae s.s.,60,0,60,,,Resistant,1,Permethrin,,,,Djouaka et al 2008,[105]
NIGERIA,Akaka,6.97,3.73,,,,PSC,PSC,0,1,0,0,0,0,AC,1,"Brunhes et al 1998; Gillies & De Meillon, 1968; Gillies & Coetzee, 1987",,Morph only,An. moucheti,4,,,,,,,,,,,Kengne et al 2007,[124]
NIGERIA,Zaria and Samaru,11.14,8.06,,,,"LC, PC",LC + PC,0,0,0,0,0,2,"LC, PC",4,"Gillett, 1972; Service 1980; Gillies & Coetzee, 1987",,Morph only,An. gambiae s.l,38,,,,,Resistant,1,Permethrin,,,Latitude and logitude midpoint of region taken ,"Ndams et al., 2006",[167]
NIGERIA,Agege,6.61,3.32,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,50,,,14,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,Agege,6.61,3.32,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Koekoemoer et al., 2002",Morph and PCR,An. funestus s.s.,7,,,0,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,Alimosho,6.61,3.3,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,101,,,91,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,Alimosho,6.61,3.3,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,7,,,4.5,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,Alimosho,6.61,3.3,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Koekoemoer et al., 2002",Morph and PCR,An. funestus s.s.,40,,,4.5,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,"Ajeromi, Lagos area",6.45,3.4,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,70,,,53.3,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,"Ajeromi, Lagos area",6.45,3.4,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Koekoemoer et al., 2002",Morph and PCR,An. funestus s.s.,10,,,36.6,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,"Ajeromi, Lagos area",6.45,3.4,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987",,Morph only,An. moucheti,4,,,10,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,Amuwo-Odofin,6.47,3.3,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,22,,,50,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,Amuwo-Odofin,6.47,3.3,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,4,,,0,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,Amuwo-Odofin,6.47,3.3,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Koekoemoer et al., 2002",Morph and PCR,An. funestus s.s.,8,,,50,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,Mushin,6.53,3.36,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,34,,,51.2,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,Mushin,6.53,3.36,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Koekoemoer et al., 2002",Morph and PCR,An. funestus s.s.,11,,,26.8,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,Mushin,6.53,3.36,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987",,Morph only,An. moucheti,9,,,21.9,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,"Ojo, Lagos",6.45,3.21,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,54,,,79.4,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,"Ojo, Lagos",6.45,3.21,July - Sept,,,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Koekoemoer et al., 2002",Morph and PCR,An. funestus s.s.,8,,,20.5,,,,,,,,"Okwa et al., 2007",[62]
NIGERIA,Kaduna,10.52,7.44,,,,LC,LC,0,0,0,0,0,1,LC,2,"Smart, 1956",,Morph only,An. gambiae s.l,373,,,,,Susceptible,0,Permethrin,,,,"Sow et al., 2007",[168]
NIGERIA,Nsukka,6.86,7.39,,,,,,9,9,9,9,9,9,LC,2,,,,An. gambiae s.l,,,,,,,,,,,,"Ivoke et al., 2009",[169]
NIGERIA,Port Harcourt,4.79,7,,,,LC,LC,0,0,0,0,0,1,LC,2,,,,An. gambiae s.l,,,,,,,,,,,,Obomanu et al 2006,[170]
NIGERIA,Illorin,8.5,4.55,,,,IR,IR,1,0,0,0,0,0,AC,1,"Gillies & De Meillon, 1968",,,An. gambiae s.l,120,,,,,,,,,,,Olayemi & Ande 2009,[171]
NIGERIA,Owerri,5.48,7.03,,,,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,,,,,,,,,,,,Oparaocha et al 2010,[172]
NIGERIA,Owerri,5.48,7.03,,,,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. funestus complex,,,,,,,,,,,,Oparaocha et al 2010,172]
NIGERIA,Kobape,7.03,3.45,,,,,,9,9,9,9,9,9,AC,1,,,,An. gambiae s.s.,7,7,,,,,,,,,,"Pinto et al., 2007",[173]
NIGERIA,Olugbo,7.22,3.62,,,,,,9,9,9,9,9,9,,9,,,,An. gambiae s.s.,8,8,,,,,,,,,,"Pinto et al., 2007",[173]
NIGERIA,Plateau and Nassarawa area,8.85,8.74,,,,IR,IR,1,0,0,0,0,0,AC,1,,,,An. gambiae s.l,683,,,,,,,,,,"The localities are part of an integrated oncocerciasis, Schistosomiasis and LF programme.  Prevalence of microfilariae was given as 4.9% (untreated) and 4.7% in the treated villages. The contribution of each species was not specified.","Richards et al., 2005b",[72]
NIGERIA,Plateau and Nassarawa area,8.85,8.74,,,,IR,IR,1,0,0,0,0,0,AC,1,,,,An. funestus complex,228,,,,,,,,,,"The localities are part of an integrated oncocerciasis, Schistosomiasis and LF programme.  Prevalence of microfilariae was given as 4.9% (untreated) and 4.7% in the treated villages. The contribution of each species was not specified.","Richards et al., 2005b",[72]
NIGERIA,Surulere,6.51,3.36,,,,LC,LC,0,0,0,0,0,1,LC,2,,,,An. gambiae s.l,,,,,,Resistant,1,"Dieldrin, Lindane, DDT",,,,Self & Pant 1966,[86]
NIGERIA,Lagos,6.45,3.4,,,,,,9,9,9,9,9,9,AC,1,,,,An. gambiae s.l,,,,,,Resistant,1,Dieldrin,,,,Self & Pant 1966,[86]
NIGERIA,Garki district,12.44,9.19,,1971,,ORC,ORC,0,0,0,0,1,0,AC,1,,,,An. funestus complex,32,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1971,,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. funestus complex,2343,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1971,,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. funestus complex,925,,,1.3,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Nov 1971 - Feb 1972,1971,1972,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,774,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Feb - May 1972,1972,1972,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,104,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Jun - Nov 1971,1971,1971,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,5242,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,1972 - 1973,1972,1973,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,8,,,,,,,,,,Spraying carried out with Propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,1972 - 1973,1972,1973,ETC,ETC,0,0,1,0,0,0,AC,1,,,,An. funestus complex,1,,,,,,,,,,Spraying carried out with Propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1971,,ORC,ORC,0,0,0,0,1,0,AC,1,,,,An. funestus complex,24,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1972,,ORC,ORC,0,0,0,0,1,0,AC,1,,,,An. funestus complex,13,,,,,,,,,,Spraying carried out with Propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1973,,ORC,ORC,0,0,0,0,1,0,AC,1,,,,An. funestus complex,2,,,,,,,,,,Spraying carried out with Propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1971,,ORC,ORC,0,0,0,0,1,0,AC,1,,,,An. gambiae s.l,199,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1971,,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,12929,,,1.4,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1971,,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,7194,,,2.46,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Oct 1970 - Feb 1971,1970,1971,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,392,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Feb - Jun 1971,1971,1971,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,191,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Jun - Nov 1971,1971,1971,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,20721,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Jun - Nov 1971,1971,1971,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,634,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,May - Oct 1972,1972,1972,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,233,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Jun - Nov 1973,1973,1973,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,1075,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Jun - Nov 1971,1971,1971,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,10837,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,May - Oct 1972,1972,1972,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,458,,,,,,,,,,Spraying carried out with Propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,Jun - Nov 1973,1973,1973,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,1859,,,,,,,,,,Spraying carried out with Propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1972,,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,21,,,,,,,,,,Spraying carried out with Propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1973,,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,36,,,,,,,,,,Spraying carried out with Propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,1972 -1973,1972,1973,ETC,ETC,0,0,1,0,0,0,AC,1,,,,An. gambiae s.l,8,,,,,,,,,,Spraying carried out with Propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1971,,ORC,ORC,0,0,0,0,1,0,AC,1,,,,An. gambiae s.l,172,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1972,,ORC,ORC,0,0,0,0,1,0,AC,1,,,,An. gambiae s.l,15,,,,,,,,,,Spraying carried out with Propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1973,,ORC,ORC,0,0,0,0,1,0,AC,1,,,,An. gambiae s.l,62,,,,,,,,,,Spraying carried out with Propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1971,,ORC,ORC,0,0,0,0,1,0,AC,1,,,,An. gambiae s.l,12,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,,1972,,ORC,ORC,0,0,0,0,1,0,AC,1,,,,An. gambiae s.l,2,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
