,loc,,,,,,,,,,,,,,,,,,,sp,no,,,spz,%FILARIA,IR_character,IR,,,allele,,,
COUNTRY,,LAT,LONG,TIME PERIOD OF STUDY,YEAR START,YEAR END,COLLECTION METHOD,METHOD OF SAMPLING COLLECTION,"SAMPLING METHOD_IR (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_PSC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_ETC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_HLC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_ORC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_LC (0- No, 1- Yes, 2- In combination, 9- Unknown)",STAGE OF COLLECTION,"COLLECTION STAGE (1- AC,2- LC,3- AC+LC, 4- LC+PC, 9-Unknown)",MORPHOLOGICAL IDENTIFICATION METHOD,MOLECULAR IDENTIFICATION METHOD,ID METHOD,,,S form,M form, ,,,,,KDR allele,,Comment,AUTHOR,REFERENCE
NIGERIA,Garki district,12.44,9.19,July - Sept 1972,1972,1972,"Net trap outdoors, human bait",NET CATCH + HUMAN BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,93,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1972,1972,1972,"Net trap outdoors, human bait",NET CATCH + HUMAN BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,141,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1972,1972,1972,Animal bait (donkey),ANIMAL BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,16,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1972,1972,1972,Animal bait (donkey),ANIMAL BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,100,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1972,1972,1972,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,Chromosome,,Chromosome,An. gambiae s.s.,32,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1972,1972,1972,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,Chromosome,,Chromosome,An. arabiensis,71,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,1972,1972,1972,HLC,HLC,0,0,0,1,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.l,624,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,1972,1972,1972,HLC,HLC,0,0,0,1,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.l,458,,,,,,,,,,huts sprayed with propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,"22 May - 22 Oct, 1972",1972,1972,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,624,,,,,,,,,,,"Molineaux et al., 1976",[92]
NIGERIA,Garki district,12.44,9.19,"22 May - 22 Oct, 1972",1972,1972,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,458,,,,,,,,,,Huts treated with propoxur,"Molineaux et al., 1976",[92]
NIGERIA,Jirima,12.32,8.89,"Sept, 1973",1973,1973,"HLC, IR",IR + HLC,2,0,0,2,0,0,AC,1,,,,An. arabiensis,5802,,,,,,,,,,,Coluzzi et al 1979,[149]
NIGERIA,Garki district,12.44,9.19,Aug - Sept 1973,1973,1973,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,120,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,Aug - Sept 1973,1973,1973,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,318,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,Aug - Sept 1973,1973,1973,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,2,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,Aug - Sept 1973,1973,1973,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,8,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,Aug - Sept 1973,1973,1973,"Net trap outdoors, human bait",NET CATCH + HUMAN BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,12,,,,,,,,,,huts sprayed with propoxur,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,Aug - Sept 1973,1973,1973,"Net trap outdoors, human bait",NET CATCH + HUMAN BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,515,,,,,,,,,,huts sprayed with propoxur,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,Aug - Sept 1973,1973,1973,Animal bait (donkey),ANIMAL BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,17,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,Aug - Sept 1973,1973,1973,Animal bait (donkey),ANIMAL BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,465,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,1973,1973,1973,HLC,HLC,0,0,0,1,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.l,1968,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,1973,1973,1973,HLC,HLC,0,0,0,1,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.l,1859,,,,,,,,,,huts sprayed with propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,"18 Jun - 4 Nov, 1973",1973,1973,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,1958,,,,,,,,,,,"Molineaux et al., 1976",[93]
NIGERIA,Garki district,12.44,9.19,"18 Jun - 4 Nov, 1973",1973,1973,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,1859,,,,,,,,,,Huts treated with propoxur,"Molineaux et al., 1976",[93]
NIGERIA,Kaduna area,10.52,7.44,Aug 1974 - Aug 1975,1974,1975,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,893,,,,,,,,,,,"Rishikesh, 1985",[121]
NIGERIA,Kaduna area,10.52,7.44,Aug 1974 - Aug 1975,1974,1975,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,402,,,,,,,,,,,"Rishikesh, 1985",[121]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,290,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,897,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,5,,,,,,,,,,huts sprayed with propoxur,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,51,,,,,,,,,,huts sprayed with propoxur,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,"Net trap outdoors, human bait",NET CATCH + HUMAN BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,182,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,"Net trap outdoors, human bait",NET CATCH + HUMAN BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,273,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,"Net trap outdoors, human bait",NET CATCH + HUMAN BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,106,,,,,,,,,,huts sprayed with propoxur,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,"Net trap outdoors, human bait",NET CATCH + HUMAN BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,249,,,,,,,,,,huts sprayed with propoxur,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,"HLC, outdoors",HLC,0,0,0,1,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,50,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,"HLC, outdoors",HLC,0,0,0,1,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,46,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,Animal bait (donkey),ANIMAL BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,64,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,Animal bait (donkey),ANIMAL BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,361,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,ETC,ETC,0,0,1,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,106,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,ETC,ETC,0,0,1,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,145,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,"LC, PC",LC + PSC,0,2,0,0,0,2,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,11,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1974,1974,1974,"LC, PC",LC + PSC,0,2,0,0,0,2,AC,1,Chromosome,,Chromosome,An. arabiensis,206,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Barmawa,12.33,8.86,"Sept, 1975",1975,1975,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,574,,,,,,,,,,,"Boreham et al, 1979",[150]
NIGERIA,Keffi,8.82,7.88,1977,1975,1977,IR,IR,1,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,,,,,,,,,,,,"Pombi et al., 2008",[122]
NIGERIA,Matsena,13.14,10.05,1975,1975,1975,IR,IR,1,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,,,,,,,,,,,,"Pombi et al., 2008",[122]
NIGERIA,Agenebode,7.11,6.7,Aug - Sept 1977,1977,1977,"HLC, SC, Bednet traps",HLC + PSC + NET CATCH,0,2,0,2,0,0,AC,1,,,,An. gambiae s.l,1286,,,,,,,,,,,Coluzzi et al 1979,[149]
NIGERIA,Itagbe,8.35,3.7,1977,1977,1977,IR,IR,1,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,,,,,,,,,,,,"Pombi et al., 2008",[122]
NIGERIA,Old Turunku,10.82,7.7,1977,1977,1977,IR,IR,1,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,,,,,,,,,,,,"Pombi et al., 2008",[122]
NIGERIA,Sapele,5.9,5.68,1978,1978,1978,IR,IR,1,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,,,,,,,,,,,,"Pombi et al., 2008",[122]
NIGERIA,Jibiya,13.1,7.22,1981,1981,1981,Human Bait,Human Bait,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.l,,,,,,,,,,,,"Smith, 1981",[120]
NIGERIA,Igwun Basin,5.48,7.73,Jun 1985 - May 1986,1985,1986,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,5122,,,,21.7,,,,,,,"Udonsi, 1988",[70]
NIGERIA,Sokoto,13.05,5.21,Jun - Aug 1997,1997,1997,LC ,LC ,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,60,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Sokoto,13.05,5.21,Jun - Aug 1997,1997,1997,LC ,LC ,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,50,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Giwa,11.18,7.27,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,31,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Giwa,11.18,7.27,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,18,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Zaria,11.11,7.73,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,23,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Zaria,11.11,7.73,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,6,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Kaduna,10.52,7.44,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,50,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Abuja,9.18,7.18,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,6,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Abuja,9.18,7.18,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,44,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Bida,9.08,6.02,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,29,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Bida,9.08,6.02,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,1,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Jebba,9.13,4.83,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,8,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Jebba,9.13,4.83,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,42,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Lafia,8.52,8.48,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,48,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Lafia,8.52,8.48,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,2,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Okene,7.55,6.25,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,28,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Okene,7.55,6.25,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,2,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Otukpo,6.82,8.67,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,1,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Otukpo,6.82,8.67,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,49,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Ogbomosho,8.13,4.27,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,20,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Lagos,6.45,3.4,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,27,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Lagos,6.45,3.4,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,1,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Benin,6.34,5.63,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,43,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Benin,6.34,5.63,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,7,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Sapele,5.9,5.68,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,2,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Sapele,5.9,5.68,Jun - Aug 1997,1997,1997,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,25,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Sokoto,13.05,5.21,Jun - Aug 1997,1997,1997,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993; Favia et al., 1997",PCR,An. gambiae s.s.,44,5,39,,,,,,,,,"Onyabe et al., 2003",[30]
NIGERIA,Giwa,11.18,7.27,Jun - Aug 1997,1997,1997,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993; Favia et al., 1997",PCR,An. gambiae s.s.,40,40,0,,,,,,,,,"Onyabe et al., 2003",[30]
NIGERIA,Lafia,8.48,8.52,Jun - Aug 1997,1997,1997,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993; Favia et al., 1997",PCR,An. gambiae s.s.,44,44,0,,,,,,,,,"Onyabe et al., 2003",[30]
NIGERIA,Benin,6.34,5.63,Jun - Aug 1997,1997,1997,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993; Favia et al., 1997",PCR,An. gambiae s.s.,44,2,42,,,,,,,,,"Onyabe et al., 2003",[30]
NIGERIA,Sapele,5.9,5.68,Jun - Aug 1997,1997,1997,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993",PCR,An. arabiensis,90,,,,,,,,,,,"Onyabe and Conn, 2001b",[29]
NIGERIA,Sokoto,13.05,5.21,Jun - Aug 1997,1997,1997,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993",PCR,An. arabiensis,90,,,,,,,,,,,"Onyabe and Conn, 2001b",[29]
NIGERIA,Kaduna,10.52,7.44,Jun - Aug 1997,1997,1997,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993",PCR,An. arabiensis,88,,,,,,,,,,,"Onyabe and Conn, 2001b",[29]
NIGERIA,Abuja,9.18,7.18,Jun - Aug 1997,1997,1997,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993",PCR,An. arabiensis,88,,,,,,,,,,,"Onyabe and Conn, 2001b",[29]
NIGERIA,Jebba,9.13,4.83,Jun - Aug 1997,1997,1997,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993",PCR,An. arabiensis,82,,,,,,,,,,,"Onyabe and Conn, 2001b",[29]
NIGERIA,Ibeshe Island,6.55,3.47,Jan - Sept 1998,1998,1998,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. nili,5,,,,,,,,,,,Afolabi et al 2006,[151]
NIGERIA,Ibeshe Island,6.55,3.47,Jan - Sept 1998,1998,1998,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. moucheti,7,,,,,,,,,,,Afolabi et al 2006,[151]
NIGERIA,Ibeshe Island,6.55,3.47,Jan - Sept 1998,1998,1998,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,12,,,,,,,,,,,Afolabi et al 2006,[151]
NIGERIA,Ibeshe Island,6.55,3.47,Jan - Sept 1998,1998,1998,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,4317,,,2.27,,,,,,,,Afolabi et al 2006,[151]
NIGERIA,Ibeshe Island,6.55,3.47,Jan - Sept 1998,1998,1998,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,1245,,,,,,,,,,,Afolabi et al 2006,[151]
NIGERIA,Ibeshe Island,6.55,3.47,"May, 1998",1998,1998,LC,LC,0,0,0,0,0,1,LC,2,,,,An. gambiae s.l,284,,,,,,,,,,,Afolabi et al 2006,[151]
NIGERIA,Ibeshe Island,6.55,3.47,Jan - Sept 1998,1998,1998,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. nili,5,,,,,,,,,,,Afolabi et al 2006,[151]
NIGERIA,Ibeshe Island,6.55,3.47,Jan - Sept 1998,1998,1998,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. moucheti,7,,,,,,,,,,,Afolabi et al 2006,[151]
NIGERIA,Zaria,11.11,7.73,Feb - Nov 1998,1998,1998,"IR, HLC, PSC, LC",IR + HLC + PSC + LC,2,2,0,2,0,2,"AC, LC",3,"De Meillon, 1947; Gillett, 1972",,Morph only,An. gambiae s.l,181,,,,,,,,,,,"Anyanwu et al., 2000",[115]
NIGERIA,Garki district,12.44,9.19,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,2,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Garki district,12.44,9.19,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,43,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Kano,12,8.52,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,30,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Giwa,11.18,7.27,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,6,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Giwa,11.18,7.27,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,43,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Zaria,11.11,7.73,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,2,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Zaria,11.11,7.73,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,48,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Bida,9.08,6.02,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,30,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Jebba,9.13,4.83,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,45,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Jebba,9.13,4.83,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,3,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Keffi,8.82,7.88,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,27,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Keffi,8.82,7.88,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,3,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Lafia,8.52,8.48,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,36,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
